link,text,date,no_likes,no_tweets,sentiment
https://twitter.com/rezayazdi_2/status/1749123813395005619#m,"Elon Musk is on the side of ordinary people in society and has the support of people,as well as DogeCoin and @BabyDogeCoin. Financial markets and..need people. It is the people who keep the market alive.Soon we will witness the death of Bitcoin with the explosion of @BabyDogeCoin","Jan 21, 2024 · 5:36 PM UTC",9,0,-0.0258
https://twitter.com/camillo8941/status/1749366706848604387#m,ATH for SpX. Rekt hard for bears. No buckle up here. 6k SpX soon,"Jan 22, 2024 · 9:41 AM UTC",0,1,-0.3818
https://twitter.com/Ton77086566/status/1749366156513677356#m,Don’t be surprised when miners go lower due of a financial markets collapse,"Jan 22, 2024 · 9:39 AM UTC",0,0,-0.5423
https://twitter.com/aeberman12/status/1748773314716172739#m,"Once the lower productivity of renewable energy is recognized by financial markets, the amount of available credit will radically contract.  A future based on renewable energy will collapse the money supply and the financial system.  LINK 👇  https://www.artberman.com/blog/a-renewable-energy-future-will-collapse-the-financial-system/ #energy #EnergyTransition #ClimateActionNow #renewables #NetZero #FossilFuels","Jan 20, 2024 · 6:23 PM UTC",104,13,0.1027
https://twitter.com/camillo8941/status/1749364917369729059#m,Do you expect SpX to hit 5k or we roll over here to the downside ?,"Jan 22, 2024 · 9:34 AM UTC",0,1,-0.25
https://twitter.com/jejebob77/status/1749364242099118168#m,"top, climate change and the flaws of the financial markets to name a few that would do just that and even threaten to decrease their wealth and power. They understand that by giving people a set of alernative and false explanations and solutions to their issues, especially /2","Jan 22, 2024 · 9:31 AM UTC",0,0,0.6705
https://twitter.com/digintomedia/status/1749363602522513814#m,Mastering the Stock Market: A Comprehensive Guide for Financial Success https://www.digintomedia.com/finance/mastering-the-stock-market-a-comprehensive-guide-for-financial-success/ #StockMarket #Equities #FinancialMarkets #InvestingBasics #StockTrading #Marketplace #OwnershipShares,"Jan 22, 2024 · 9:29 AM UTC",0,0,0.6908
https://twitter.com/BRM_updates/status/1749362226618921369#m,"Qraft Technologies, an invest-tech company developing AI solutions, announces the appointment of Vincent Kim, a veteran financial services executive as MD & Head of Client Coverage. tinyurl.com/22k6jpzv #brm #ArtificialIntelligence #FinancialMarkets #financialservices #Banking","Jan 22, 2024 · 9:23 AM UTC",0,0,0.1779
https://twitter.com/TaschaLabs/status/1427344424074301473#m,"Ethereum will be the new government bond.  Staked ETH, or PoS asset of a dominant blockchain, will replace US Treasuries as the risk-free asset in any portfolio.   This shall be the biggest revolution in the history of financial markets.   Here’s how I think it’ll go down 👇","Aug 16, 2021 · 7:00 PM UTC",5693,350,0.7096
https://twitter.com/NoviaOneGroup/status/1749361330933453059#m,"With our passion for education, it brings us great pleasure when we witness our students pursuing careers in this field. Our sincerest congratulations to graduate of our Banking and Financial Markets & Instruments programmes, Rofhiwa Mmakhuthe.  #newappointment #alumninetwork","Jan 22, 2024 · 9:20 AM UTC",0,0,0.9565
https://twitter.com/Gemini/status/1747636646328057944#m,"🇫🇷 Salut! We are thrilled to announce Gemini has been registered as a Digital Asset Service Provider (DASP) by l’Autorité des Marchés Financiers (AMF), the French financial markets regulator.    Following the launch of our EU headquarters in Ireland in 2022, Gemini is now operational in more than a dozen EU countries and more than 70 countries worldwide, with more countries on the roadmap.    With a French DASP registration, Gemini products will be available to retail and institutional users across France.     Read more → gemini.com/blog/gemini-secur…","Jan 17, 2024 · 3:07 PM UTC",171,58,0.69
https://twitter.com/ACY_Securities/status/1749360041633710276#m,Start the week ahead with the pulse of the global financial markets.  Check out today's blogs for your essential roundup of market news and our experts' analyses: https://acy.com/en/market-news/?twitter=marketnews  Follow us to stay ahead of the curve.  Trading involves risk.,"Jan 22, 2024 · 9:15 AM UTC",0,0,-0.2732
https://twitter.com/eiji_okano/status/1749284660440633718#m,"拙稿(with Kazuyuki Inagaki and Masataka Eguchi)""Revisiting the Fiscal Theory of Sovereign Risk from a DSGE Viewpoint""がJournal of International Financial Markets, Institutions & MoneyにAcceptされました。K. Inagakiとは稲垣一之先生 (南山大学)、M. Eguchiとは江口允崇先生 (駒澤大学)。","Jan 22, 2024 · 4:15 AM UTC",4,0,-0.2732
https://twitter.com/DaneBasst885/status/1749359477835640875#m,Low Interest Installment Loans: Unlocking Financial Freedom #FinancialMarkets Read more: https://investment.ets2mod.net/low-interest-installment-loans/,"Jan 22, 2024 · 9:12 AM UTC",0,0,0.7269
https://twitter.com/hudson_thames/status/1749357645209780655#m,"1/6 📚 Last Friday, we explored how news sentiment can significantly influence trading strategies and decision-making in the financial markets.","Jan 22, 2024 · 9:05 AM UTC",5,2,0.0
https://twitter.com/MagazineTvc/status/1749357470076784723#m,"Revenue as per IFRS audited financials grew from Rs. 1,900 Crores in FY22 to Rs.  3,320 in FY23 representing a growth rate of 75% YoY. #Growth #FinancialMarkets #revenue https://textilevaluechain.in/news-insights/eruditus-revenue-jumps-75-in-fy23-to-rs-3320-crores/","Jan 22, 2024 · 9:04 AM UTC",0,0,0.3818
https://twitter.com/ContinuumDaily/status/1749356464181817545#m,We provide country risk reviews for several Asia countries. Read more at https://ow.ly/hGFq50QsrMC --- #assetmanagement #financialmarkets #macroeconomics #capitalmarkets #economy #singapore #thailand #india #china #taiwan #malaysia #hongkong #philippines,"Jan 22, 2024 · 9:00 AM UTC",0,0,-0.2732
https://twitter.com/UltimaMarkets/status/1749356235768639749#m,"Don't miss out on all the latest market trends and insights!  This week, we've got some major headlines for investors to watch in the #financialmarkets. Get ready to dive in! 🔥✨ . #weeklymarketoutlook #marketoutlook #UltimaMarkets #news #financial #broker #trading","Jan 22, 2024 · 9:00 AM UTC",1,0,0.5466
https://twitter.com/ultima_japan/status/1749356231930835439#m,最新の市場トレンドと見通し、是非お見逃しなく！  今週、#financialmarkets でヘッドラインをお届けします。ぜひお読みください。🔥✨。  #週間市場展望 #市場展望 #UltimaMarkets #ニュース #金融 #ブローカー #トレード #取引,"Jan 22, 2024 · 9:00 AM UTC",1,0,0.0
https://twitter.com/FusionMarkets/status/1749356230970085865#m,So far #USDCAD has rejected the broken daily trendline. Is this the start of the next move from the sellers? #fusionmarkets #forexanalysis #financialmarkets #forexmarkets #trader #usd #cad,"Jan 22, 2024 · 9:00 AM UTC",0,0,-0.7506
https://twitter.com/RealMattCouch/status/1749270708654399968#m,-Stabilized America’s financial markets with the establishment of a number of Treasury Department supported facilities at the Federal Reserve.  -Home prices hit an all-time record high.,"Jan 22, 2024 · 3:20 AM UTC",17,1,0.5267
https://twitter.com/OptionsTreeAI/status/1749355093130899583#m,"This Week in Financial Markets: US Big Tech Flying Higher, China Denies Stimulus","Jan 22, 2024 · 8:55 AM UTC",0,0,-0.4215
https://twitter.com/olearytimothy/status/1749354819767451659#m,"Former President George W Bush has much to answer for — Iraq, the collapse of the financial markets in 2008, sleeping while Al Qaeda plotted and killing the Kyoto treaty on climate change, to name just a few of the catastrophes for which he is responsible. 1 of 4","Jan 22, 2024 · 8:54 AM UTC",0,1,-0.743
https://twitter.com/CentralChartsEN/status/1749353753709367599#m,👨‍🎓 TRAINING GUIDE N°7⃣7⃣ 👩‍🎓  🔹 When will there be an end to copytrading? 🔹 🔗 https://www.centralcharts.com/en/gm/1-learn/5-trading/16-automatic/313-when-will-there-be-an-end-to-copytrading  ⚡️ #Trading #Trader #StockExchange #FinancialMarkets #StockMarkets #TradingStrategy #Trade #TradingTips #ExpertAdvisor #AutomaticTrading #Copytrading,"Jan 22, 2024 · 8:50 AM UTC",0,1,0.0
https://twitter.com/Applesea_io_EN/status/1749353731240718690#m,The passage discusses a quote circulating in financial markets about whether value influences price or price influences value?  #GeorgeSoros #Finance #web3 #DePin #DeFi #BTC #ETH #Polygon #OKX #NFT #NFTCommunity #Mining #blockchain,"Jan 22, 2024 · 8:50 AM UTC",1,5,0.5859
https://twitter.com/BerlinX01/status/1749352763685851479#m,I trade the financial markets 🏋🏽‍♂️,"Jan 22, 2024 · 8:46 AM UTC",0,0,0.0
https://twitter.com/AishaGokhale/status/1749352332905828638#m,From AI in gaming to financial markets – discover diverse applications on #PINEWZ @ZeeNews @pinewz_official. Download the app: https://play.google.com/store/apps/details?id=com.mai.pinewz_user,"Jan 22, 2024 · 8:44 AM UTC",0,0,0.0
https://twitter.com/ZSMarkets/status/1749351657849102381#m,#Asia: Closing Bulletin: How the major markets performed today  ✦Financial Services Commission said that South Korea will take steps to make its financial markets more investor friendly and attractive to foreigners  #StockMarket  4/6,"Jan 22, 2024 · 8:41 AM UTC",0,1,0.749
https://twitter.com/ChipreviewsLDN/status/1749351539368423725#m,😂😂😂😂 oh good ! Does that mean we can fly a plane (or 2) into there financial markets now ?,"Jan 22, 2024 · 8:41 AM UTC",0,0,0.4926
https://twitter.com/HighnessGlobal/status/1749351248627732723#m,Find out the latest movements of today's major currency pairs!💱  1/22/2024  Follow us and benefit from daily technical analyzes of financial market conditions with Haynes!  #Trading_News #Technical_Analysis #Dollar #Financial_Markets,"Jan 22, 2024 · 8:40 AM UTC",0,2,0.555
https://twitter.com/Hopehope_G_hope/status/1749351075889758486#m,What about India?,"Jan 22, 2024 · 8:39 AM UTC",0,0,0.0
https://twitter.com/Hopehope_G_hope/status/1749351000375484735#m,What about Japan for all these years?,"Jan 22, 2024 · 8:39 AM UTC",0,0,0.0
https://twitter.com/CABK_Research/status/1749350721089065461#m,"Also, comments from Atlanta Federal Reserve President Raphael Bostic contributed to the better tone in financial markets. ⬇️","Jan 22, 2024 · 8:38 AM UTC",0,1,0.4404
https://twitter.com/CABK_Research/status/1749350717075214691#m,🔵📉 #FinancialMarketsDailyReport 22th JAN | Global financial markets were mixed in the last session of the week as investors continue to navigate through interest rate cut expectations and new economic data. ⬇️,"Jan 22, 2024 · 8:38 AM UTC",0,1,0.2263
https://twitter.com/prajesh57474940/status/1749348679063044585#m,"नचीनेका कसैले हैनन, बेर्थई मा दुःख पाईयो। अब भोली plane नचदुनजेल दुःख पाईनछ।    Shopping गरेको पनी छैन। अब १ घण्टामा shopping हिडिंछ।  financial markets will definitely melt tomorrow.  शिवजी🕉️","Jan 22, 2024 · 8:30 AM UTC",0,0,0.4019
https://twitter.com/punekarnews/status/1748390904967397531#m,RBI Announces Public Holiday on January 22; Check Impact on Financial Markets  https://www.punekarnews.in/rbi-announces-public-holiday-on-january-22-check-impact-on-financial-markets/,"Jan 19, 2024 · 5:04 PM UTC",2,0,0.4019
https://twitter.com/forexAfreen/status/1749346723372450036#m,"Market Impact: Financial markets may experience stability or volatility based on any surprises in the central bank's statements, affecting stocks and bonds.","Jan 22, 2024 · 8:22 AM UTC",0,1,0.2263
https://twitter.com/ConstellaLabs/status/1749345437172085164#m,DAILY MARKET UPDATE - 22 JANUARY 24      #markets #equities #fixedincome #CryptocurrencyMarket #CryptocurrencyNews #DigitalAssets #newsletter #FinancialMarkets #investments #investing #ETH #Bitcoin #USDT #Web3 #LINK #SOL #BNB #DeFi #Constella #ConstellaLabs,"Jan 22, 2024 · 8:17 AM UTC",0,3,0.0
https://twitter.com/Hopehope_G_hope/status/1749344081766236350#m,华尔街见闻从供应链独家获悉，权威市调机构统计数据显示，2023年12月，小米实现348.09万台的激活量以16.5%的销量市占率，超越苹果，位列中国智能手机市场第一；苹果和荣耀分别实现336.21万台和335.21万台的激活量，分列第二和第三位（两者销量市占率都为15.9%）。（作者 周源）#01810hk #xiaomi,"Jan 22, 2024 · 8:11 AM UTC",0,0,0.0
https://twitter.com/Azmanx17/status/1749343986689384794#m,"I think about this all the time, being into agro commodities trading physically, I always feel like there’s a huge opportunity for us to maximize the profits trading derivatives backed by these agro commodities. Our financial markets aren’t advanced enough sha","Jan 22, 2024 · 8:11 AM UTC",0,2,0.891
https://twitter.com/Hopehope_G_hope/status/1749343793260986662#m,What about those who converted? The simplygo is really not good. I don't even know how much I have left in the card...,"Jan 22, 2024 · 8:10 AM UTC",6,4,-0.3988
https://twitter.com/Hopehope_G_hope/status/1749343588763447519#m,Might as well consider Hong Kong equities.. #01810hk #xiaomi #XiaomiSU7,"Jan 22, 2024 · 8:09 AM UTC",0,0,0.2732
https://twitter.com/thewire_____/status/1749342755476672576#m,"South Korea to make financial markets more attractive, regulator says - Reuters https://ift.tt/xkLEz4l","Jan 22, 2024 · 8:06 AM UTC",0,0,0.4927
https://twitter.com/VMweshy/status/1749342627546239036#m,Treasury is eyeing a strategic investor for Kenya Airways(KQ) by June.  #luhya #Helenjeptoo #statehouse,"Jan 22, 2024 · 8:05 AM UTC",0,0,0.2023
https://twitter.com/LutherBurgsvik/status/1749341131542782113#m,"Sweden: The government is appointing an investigator to come up with ideas to support people’s right to pay with physical cash.  “Basically, this is about not being excluded from being able to pay,” said Niklas Wykman, Minister for Financial Markets.  https://rmx.news/sweden/sweden-pushes-back-against-brussels-cashless-agenda/","Jan 22, 2024 · 8:00 AM UTC",1,0,0.5165
https://twitter.com/Hopehope_G_hope/status/1749339620616425538#m,"#HongKong China, people are creating narratives that China's rule is no good for Hong Kong. You need to change this perception","Jan 22, 2024 · 7:54 AM UTC",0,0,0.4404
https://twitter.com/DemystifyTrader/status/1749339178838405530#m,"Success in financial markets requires discipline and risk management. Avoid greed, stick to your strategy, and prioritize long-term gains over quick wins. #TradingWisdom #FinancialMarkets","Jan 22, 2024 · 7:52 AM UTC",1,0,0.5859
https://twitter.com/VMweshy/status/1745011026301452448#m,"""The board announced Monday it has recommended a final dividend of Sh0.50 per share amounting to Sh114.25 million to add to the Sh1 per share interim dividend that had been paid early July last year."" #dividends #Java #tuesdayvibe https://www.businessdailyafrica.com/bd/corporate/companies/sasini-raises-dividend-by-half-despite-53pc-profit-drop-4485444","Jan 10, 2024 · 9:13 AM UTC",1,0,0.6369
https://twitter.com/Capital_Hungry/status/1746324599858413915#m,"My twitter feed is all prop firms man 😂  Just sales, giveaways, ads, discount codes, prop firm influencers, certificates and prop firm podcasts.  This is supposed to be fintwit 😭 (financial markets)   I want to see research, analysis, charts, break downs, back testing, live calls, economics, predictions, debates, discussions, ideas etc.  Something to gain value from, learn, expand, interact and grow.   Value is being replaced by greedy dopamine.","Jan 14, 2024 · 12:13 AM UTC",120,29,0.8176
https://twitter.com/SZstratagem/status/1749338181458145779#m,"1. Lack of Education:  Advice: Invest time in educating yourself about financial markets, trading strategies, and risk management. Continuous learning is essential in a dynamic environment.","Jan 22, 2024 · 7:48 AM UTC",0,0,-0.2023
https://twitter.com/SZstratagem/status/1749338048205041956#m,Avoiding common trading mistakes is crucial for long-term success in financial markets. Here is advice to help you navigate and steer clear of some common pitfalls:,"Jan 22, 2024 · 7:47 AM UTC",0,15,0.6249
https://twitter.com/Deccan24x7/status/1749336777528398299#m,"South Korea to make financial markets more attractive, regulator says","Jan 22, 2024 · 7:42 AM UTC",0,0,0.4927
https://twitter.com/missyviviane/status/1749332763155513565#m,"I am a logistics & supply chain specialist,financial markets analyst,an events planner,therapist to my friends😂…& I’m passionate about luxury traveling & fashion.","Jan 22, 2024 · 7:26 AM UTC",16,3,0.5267
https://twitter.com/GoDo_Fx/status/1749335844064755741#m,"GoDoFX Economic Calendar: Track Indicators, Forecast Market Movements. Save it for later! 👇 Start Trading Now👉 https://zurl.co/jhUY #GoDoFX #GoDoFX_Trader #EconomicCalendar #FinancialMarkets #ForexMarket","Jan 22, 2024 · 7:39 AM UTC",0,1,0.5411
https://twitter.com/MwangoCapital/status/1749311489737941258#m,"The latest IMF report shows that 20 of 39 Kenyan banks were accessing the discount window.   Here are a few notes on the discount window:  —What is a Discount Window? This is a tool used by central banks to provide short-term loans to eligible financial institutions, such as commercial banks when they need additional liquidity. It is a form of lender of last resort, meaning that it is a safety net for institutions that are unable to borrow from other sources. —Loan Terms: Short-term, usually overnight, at higher-than-average rates (the discount rate) to discourage excessive use. The central banks decide on loan approval based on genuine needs. —Roles of Window: Ensures liquidity in the financial system and maintains financial stability by aiding temporarily struggling institutions. Also allows central banks to influence monetary policy via the discount rate (By raising or lowering the discount rate, the central bank can encourage or discourage borrowing by banks, which in turn affects the money supply and interest rates in the broader economy.) —Liquidity Sources: Banks have access to several liquidity sources: interbank market, horizontal repos, vertical repos, and the central bank's discount window. In Kenya, the discount rate is usually the Central Bank Rate + 400bps while the Interbank rate oscillates between the bands of CBR ± 250bps —Discount Window Stigma: Stigma arises when banks are hesitant to use the discount window, even when they may be facing financial difficulties because they fear that borrowing from the central bank could signal to the public and other market participants that they are in financial trouble or facing liquidity problems. —Mitigating Stigma: To mitigate this stigma, central banks offer anonymous borrowing to reduce stigma. This is one reason why it is hard to know which banks have tapped into the window. Some central banks, like the US one, want to force all banks to use it at least once a year to reduce the stigma.  In short, the use of the discount window should be encouraged not discouraged.","Jan 22, 2024 · 6:02 AM UTC",105,12,-0.4295
https://twitter.com/NjooraS/status/1749335225048383614#m,A slice of Pie in Financial Markets has the following benefits in Kenya :  1. Fully regulated by Capital Market Authority of Kenya (CMA) 2. Profits from price fluctuations of currencies due to economic factors 3. Trade anywhere and anytime that suits your schedule and lifestyle,"Jan 22, 2024 · 7:36 AM UTC",2,1,0.7003
https://twitter.com/astrid11888/status/1749178503398822358#m,$VXV truly stands out as a 🏅Top-tier crypto  No other cryptocurrency possesses identical technology.  Space bioscience represents an industry that is revolutionising 🔬Scientific Research AND 📈Financial Markets.  #DeSci #AI  🛰️🚀  $leox $noia $arc $gene $rsc $opti $zeph $rwn,"Jan 21, 2024 · 9:13 PM UTC",16,6,0.1779
https://twitter.com/themarketcolour/status/1749334508560642540#m,The Market Colour Podcast.  A weekly update of the financial markets.  Highlights: Week#03 of 2024;  Davos: World Economic Forum US: Dec Retail sales up 0.6% UK: Dec inflation up @ 4% KE: USD/KES @ 161 IMF: Approves $684 million KE: G2G oil deal failed   https://www.buzzsprout.com/1999543/14348898,"Jan 22, 2024 · 7:33 AM UTC",0,0,-0.1531
https://twitter.com/Hopehope_G_hope/status/1749332900422754790#m,Apple's market cap is 71.6 times that of Xiaomi #01810hk #apple. Do you really think apple is worth so much more? I don't think so. @PIF_en @Temasek,"Jan 22, 2024 · 7:27 AM UTC",0,0,0.2263
https://twitter.com/TheTrade_Academ/status/1749331188093768032#m,Monday Morning Coffee - Markets Update - 22 Jan 2024 - Mixed Opening Expected in European Markets Today as Inflation Concerns Scare Investors  https://www.linkedin.com/pulse/monday-morning-coffee-markets-update-22-jan-2024-mixed-xn0wf/ #marketsummary #financialmarkets #stockmarket #newsupdates #geopolitics #commodities,"Jan 22, 2024 · 7:20 AM UTC",0,0,-0.4939
https://twitter.com/afif_dev/status/1749330580888858767#m,What causes cyberattacks & tech scams? #Techlayoffs #layoffs #AI #cypto #FinancialMarkets #inflation #Hate #HumanExploitation #Ransomware,"Jan 22, 2024 · 7:18 AM UTC",0,0,-0.5859
https://twitter.com/Hopehope_G_hope/status/1749329909657555372#m,"#china this is the impression and perception that you are creating, China.. if you don't act fast and just wait n have major meeting after meeting without any effective actions, you are just letting the parties who trust you the most down. When this happens, it is no good","Jan 22, 2024 · 7:15 AM UTC",0,0,0.8045
https://twitter.com/Enrichers_Pak/status/1749325342580580860#m,"Discover endless possibilities in the world's biggest markets with Enrichers. Our experts are here for you 24/5, making sure you never miss out. In financial markets, opportunities don't rest – reach out to us and let's make your money work for you.","Jan 22, 2024 · 6:57 AM UTC",1,0,0.6451
https://twitter.com/Hopehope_G_hope/status/1749326958906028227#m,They have let the sentiment worsen until like this. Sentiment can destroy fundamentals.. don't you understand #china your inaction will impact your own economy #hongkong,"Jan 22, 2024 · 7:03 AM UTC",0,0,-0.743
https://twitter.com/ultimominutoOTC/status/1749326914265682176#m,"BBG:  META gastará mucho en tarjetas Nvidia, tendrá 350.000 GPU Nvidia H100 a finales de 2024  $META $NVDA #NVIDIA","Jan 22, 2024 · 7:03 AM UTC",1,0,0.0
https://twitter.com/ultimominutoOTC/status/1749326772301189254#m,ExxonMobil demanda para bloquear la petición climática de los accionistas - FT  https://ultimominutootc.com/ $XOM #OOTT,"Jan 22, 2024 · 7:02 AM UTC",1,0,0.0
https://twitter.com/ultimominutoOTC/status/1749326651542876377#m,Las acciones asiáticas reducen sus ganancias ante las preocupaciones sobre la debilidad de China – Resumen del mercado asiático 👇  https://ultimominutootc.com/telegram_message/apertura-europea-16/ $SPY $SPX #DAX #OOTT #PBOC #NIKKEI,"Jan 22, 2024 · 7:02 AM UTC",1,0,0.0
https://twitter.com/japantimes/status/1749295770950365497#m,"Donald Trump’s surprise victory in the 2016 presidential election delivered a shock to financial markets. If he manages to secure a second one, traders will be far more prepared. https://www.japantimes.co.jp/business/2024/01/22/markets/trump-traders-markets/?utm_medium=Social&utm_source=Twitter#Echobox=1705892286","Jan 22, 2024 · 4:59 AM UTC",4,2,0.4754
https://twitter.com/ReutersAsia/status/1749326084020043914#m,"South Korea to make financial markets more attractive, regulator says reut.rs/490UlRk","Jan 22, 2024 · 7:00 AM UTC",0,1,0.4927
https://twitter.com/Hopehope_G_hope/status/1749324171115725184#m,Can you do something to show you truly care about global investors? Why do you always let us down?,"Jan 22, 2024 · 6:52 AM UTC",0,1,0.755
https://twitter.com/juhlau82/status/1749323926709076280#m,"“Even the most anti-American leaders in Iraq realise they need some kind of relationship with the US,” Mansour told MEE. “Iraq is a lifeline for Iran. Its access to US dollars and financial markets is key.”  2/2","Jan 22, 2024 · 6:51 AM UTC",0,0,0.0
https://twitter.com/Hopehope_G_hope/status/1749323749290340524#m,"China doesn't know how to fight the speculators who are shortselling the Chinese stocks. Us futures up, Japan and Australia markets are up.. china and Hong Kong? What are you doing?","Jan 22, 2024 · 6:50 AM UTC",0,1,-0.4515
https://twitter.com/_stockmarkets/status/1749323431173054652#m,"South Korea to make financial markets more attractive, regulator says https://thestockmarketnews.com/2024/01/22/south-korea-to-make-financial-markets-more-attractive-regulator-says/","Jan 22, 2024 · 6:49 AM UTC",0,0,0.4927
https://twitter.com/chinedufavour17/status/1749323177161859093#m,"Why Should you use zerone to trade ??   1. To generate profits, individuals participate in Zerone Trading by buying or selling assets in financial markets. In order to guarantee a secure and successful trading experience, it is important to do a series of protocols that is safe","Jan 22, 2024 · 6:48 AM UTC",1,1,0.9419
https://twitter.com/manganoria/status/1749322624931422484#m,"#TuckerCarlson  please give @rich70891915 some of your time.  This story exposes the negligence and crimes occuring daily within our financial markets, allowed and even sponsored by @SECGov @GaryGensler @FINRA amongst others!!  Please help us shine light on this systemic problem.","Jan 22, 2024 · 6:46 AM UTC",1,0,0.5696
https://twitter.com/camillo8941/status/1749322108860285374#m,Having labour or liberals again wit the greens will Fuk this country up even more. Rents and housing prices to go through the roof. It’s over,"Jan 22, 2024 · 6:44 AM UTC",0,0,0.0
https://twitter.com/camillo8941/status/1749321761592869375#m,What a fukin scumbag this guy is,"Jan 22, 2024 · 6:43 AM UTC",0,0,-0.6369
https://twitter.com/camillo8941/status/1749321463981863340#m,What indicator is this,"Jan 22, 2024 · 6:41 AM UTC",0,1,0.0
https://twitter.com/camillo8941/status/1749321385758101582#m,6k spx soon,"Jan 22, 2024 · 6:41 AM UTC",0,0,0.0
https://twitter.com/camillo8941/status/1749321136100483139#m,Sure I agree but so you filthy liberal scums,"Jan 22, 2024 · 6:40 AM UTC",0,0,0.34
https://twitter.com/harsh22ro/status/1749320419696582937#m,"Greetings Ma’am!  I hope this message finds you in a happy spirit.  Myself Harsh - a second year student from Shri Ram College of Commerce. I am pursuing CA-CFA, and very highly interested in financial markets and institutions. I kindly request you to go through this message once","Jan 22, 2024 · 6:37 AM UTC",0,1,0.9321
https://twitter.com/Hopehope_G_hope/status/1749319866153361579#m,"China, what have you done? What have you done to my holdings in Chinese stocks?","Jan 22, 2024 · 6:35 AM UTC",0,0,0.0
https://twitter.com/CharlesDur84861/status/1749319531905114407#m,"token, the native cryptocurrency of the OKEx exchange, has seen a notable rise in value thanks to its innovative use of AI technology in facilitating seamless trading experiences and maximizing profit potential. #financialmarkets #AIintegration","Jan 22, 2024 · 6:34 AM UTC",1,1,0.8779
https://twitter.com/ibmag_magazine/status/1749317413911314704#m,QIB has signed an agreement with Edaa to manage the distribution of dividends for shareholders of listed companies in Qatar. tinyurl.com/p6us5v3d #banks #financialmarkets #Innovation #intlbm #investment #payments,"Jan 22, 2024 · 6:25 AM UTC",0,0,0.4939
https://twitter.com/Hopehope_G_hope/status/1749316075337228685#m,"China, what are you doing?","Jan 22, 2024 · 6:20 AM UTC",0,0,0.0
https://twitter.com/JacksonYou56472/status/1749316004444799139#m,token is leveraging AI technology to enhance its performance and stay ahead in the competitive digital asset market. #financialmarkets #AIintegration #OKBtoken,"Jan 22, 2024 · 6:20 AM UTC",2,0,0.4939
https://twitter.com/sachinvats/status/1749315958395772995#m,"Markets are not efficient, either invest in index fund or work your ass off to understand how financial markets and instruments work   Playing too safe and hoping for success is a strategy assured of failure   Learn about your risk appetite, tail risk mgmt and calculated bets","Jan 22, 2024 · 6:19 AM UTC",17,2,0.0946
https://twitter.com/FSC_Korea/status/1749315013230416077#m,"South Korea will take steps to make its financial markets more investor friendly and attractive to foreigners, the financial regulator said on Monday. (Reuters) https://www.reuters.com/markets/asia/south-korea-make-financial-markets-more-attractive-regulator-says-2024-01-22/","Jan 22, 2024 · 6:16 AM UTC",0,0,0.749
https://twitter.com/DrCryptoNinja/status/1749312834725687702#m,"LONG: #AVAXUSDT $AVAX by @ahmadarz  📊Analysis by AhmadArz:  🔗""Uncover new opportunities in the world of cryptocurrencies with AhmadArz. 💡Join us on TradingView and expand your investment knowledge with our five years of experience in financial markets.""","Jan 22, 2024 · 6:07 AM UTC",0,0,0.5994
https://twitter.com/ETBFSI/status/1749312066811510875#m,"Union Budget 2024: BFSI leaders on fiscal deficit challenge, healthcare priorities   #budget2024 #unionbudget #elections2024 #indianeconomy #gdp #fiscaldeficit #financialmarkets #cdratio #inflation https://bfsi.economictimes.indiatimes.com/news/policy/union-budget-2024-bfsi-leaders-on-fiscal-deficit-challenge-healthcare-priorities/107035011","Jan 22, 2024 · 6:04 AM UTC",0,0,-0.34
https://twitter.com/Edaa_Qatar/status/1749312032963285282#m,Edaa signs an agreement with Qatar Islamic Bank to be a partner for investors dividend distribution.  @QIBGroup #dividends #capitalmarkets #dividendpayments #publiccompanies #qatarfinance #financialmarkets,"Jan 22, 2024 · 6:04 AM UTC",1,0,0.4939
https://twitter.com/ChannelNewsAsia/status/1749307683663147354#m,"South Korea to make financial markets more attractive, regulator says https://cna.asia/3St3zQA","Jan 22, 2024 · 5:47 AM UTC",6,0,0.4927
https://twitter.com/NDTVProfitIndia/status/1749310926946463941#m,"#DonaldTrump’s victory in 2016 presidential election delivered a shock to financial markets.   If he manages to secure a second one, traders will be far more prepared.   Read more ⬇️  https://www.ndtvprofit.com/markets/trump-s-2016-win-shook-markets-traders-won-t-get-fooled-again","Jan 22, 2024 · 6:00 AM UTC",2,2,0.2484
https://twitter.com/Acefx_Pro/status/1749310555121500180#m,Highlighting the dates to perform your trades.  #acefxpro #Stocks #RiskManagement #InvestmentOpportunity #TradingAccount #FinancialMarkets #MatchTrader #calendar #currency #learning,"Jan 22, 2024 · 5:58 AM UTC",0,0,0.0
https://twitter.com/enrichflow8/status/1749222953613742205#m,"Keep learning and evolving:   1) Financial markets and circumstances change.   2) Adapt, learn, and evolve your strategies accordingly.   Click the link in my bio for money tools to support your journey towards financial freedom.   Start taking control of your finances today!","Jan 22, 2024 · 12:10 AM UTC",11,0,0.8016
https://twitter.com/chris_robb1/status/1749310423000842487#m,"The government acting as a ""lender of last resort"" has always been a function of governments pertaining to financial markets. @MarkCalabria is using the term 'bailout' in a pejorative sense. @tyillc's research on point. Without opacity, excesses don't build to require bailouts.","Jan 22, 2024 · 5:58 AM UTC",0,0,0.0
